alpha power seltype Ne rec mut s1 s2 h t nsim
0.01 0.01 OD 20000 1e-7 1e-8 1 0.1 0 160000 100
0.01 0.01 OD 20000 1e-7 1e-8 0.1 0.05 0 160000 100
0.01 0.01 OD 20000 1e-7 1e-8 0.02 0.1 0 160000 100
0.01 0.01 OD 20000 1e-7 1e-8 0.02 0.01 0 160000 100
0.01 0.01 OD 20000 1e-7 1e-8 0.01 0.05 0 160000 100
0.01 0.0138888888888889 OD 20000 1e-7 1e-8 0.01 0.05 0 16000 72
0.01 0.0138888888888889 OD 20000 1e-7 1e-7 0.01 0.05 0 32000 72
0.01 0.0136986301369863 OD 20000 1e-8 1e-8 0.02 0.1 0 32000 73
0.01 0.0136986301369863 OD 20000 1e-8 1e-8 0.02 0.1 0 16000 73
0.01 0.0136986301369863 OD 20000 1e-8 1e-8 0.01 0.05 0 16000 73
0.01 0.0136986301369863 OD 20000 1e-8 1e-7 0.05 0.01 0 32000 73
0.01 0.0136986301369863 OD 20000 1e-8 1e-7 0.05 0.01 0 16000 73
0.01 0.0136986301369863 OD 20000 1e-8 1e-7 0.02 0.1 0 16000 73
0.01 0.0136986301369863 OD 20000 1e-8 1e-7 0.01 0.05 0 32000 73
0.01 0.0135135135135135 OD 20000 1e-8 1e-8 0.02 0.01 0 16000 74
0.01 0.0135135135135135 OD 20000 1e-8 1e-7 0.02 0.01 0 32000 74
0.01 0.0135135135135135 OD 20000 1e-7 1e-8 1 0.1 0 16000 74
0.01 0.0135135135135135 OD 20000 1e-7 1e-8 0.1 0.1 0 32000 74
0.01 0.0135135135135135 OD 20000 1e-7 1e-8 0.1 0.1 0 16000 74
0.01 0.0135135135135135 OD 20000 1e-7 1e-7 1 0.1 0 32000 74
0.01 0.0135135135135135 OD 20000 1e-7 1e-7 0.2 0.1 0 16000 74
0.01 0.0135135135135135 OD 20000 1e-7 1e-7 0.1 0.1 0 32000 74
0.01 0.0133333333333333 OD 20000 1e-8 1e-8 0.5 0.2 0 32000 75
0.01 0.0133333333333333 OD 20000 1e-8 1e-7 0.1 0.02 0 32000 75
0.01 0.0133333333333333 OD 20000 1e-7 1e-7 0.1 0.01 0 32000 75
0.01 0.0133333333333333 OD 20000 1e-7 1e-7 0.1 0.01 0 16000 75
0.01 0.0133333333333333 OD 20000 1e-7 1e-7 0.02 0.01 0 32000 75
0.01 0.0133333333333333 OD 20000 1e-7 1e-7 0.02 0.01 0 16000 75
0.01 0.0131578947368421 OD 20000 1e-8 1e-8 0.2 0.1 0 16000 76
0.01 0.0131578947368421 OD 20000 1e-8 1e-8 0.1 1 0 32000 76
0.01 0.0131578947368421 OD 20000 1e-8 1e-8 0.1 1 0 16000 76
0.01 0.0131578947368421 OD 20000 1e-8 1e-8 0.1 0.1 0 32000 76
0.01 0.0131578947368421 OD 20000 1e-8 1e-8 0.1 0.05 0 16000 76
0.01 0.0131578947368421 OD 20000 1e-8 1e-8 0.1 0.01 0 32000 76
0.01 0.0131578947368421 OD 20000 1e-8 1e-8 0.02 0.02 0 16000 76
0.01 0.0131578947368421 OD 20000 1e-8 1e-7 0.2 0.1 0 32000 76
0.01 0.0131578947368421 OD 20000 1e-8 1e-7 0.1 1 0 32000 76
0.01 0.0131578947368421 OD 20000 1e-8 1e-7 0.1 0.05 0 16000 76
0.01 0.0131578947368421 OD 20000 1e-8 1e-7 0.02 0.02 0 32000 76
0.01 0.0131578947368421 OD 20000 1e-7 1e-8 1 0.5 0 32000 76
0.01 0.0131578947368421 OD 20000 1e-7 1e-8 1 0.5 0 16000 76
0.01 0.0131578947368421 OD 20000 1e-7 1e-8 1 0.2 0 32000 76
0.01 0.0131578947368421 OD 20000 1e-7 1e-8 0.5 1 0 16000 76
0.01 0.0131578947368421 OD 20000 1e-7 1e-8 0.5 0.1 0 32000 76
0.01 0.0131578947368421 OD 20000 1e-7 1e-8 0.02 0.02 0 32000 76
0.01 0.0131578947368421 OD 20000 1e-7 1e-8 0.02 0.02 0 16000 76
0.01 0.0131578947368421 OD 20000 1e-7 1e-7 1 0.2 0 32000 76
0.01 0.0131578947368421 OD 20000 1e-7 1e-7 0.5 1 0 16000 76
0.01 0.0131578947368421 OD 20000 1e-7 1e-7 0.02 0.1 0 32000 76
0.01 0.0131578947368421 OD 20000 1e-7 1e-7 0.02 0.02 0 16000 76
0.01 0.012987012987013 OD 20000 1e-8 1e-8 0.5 1 0 32000 77
0.01 0.012987012987013 OD 20000 1e-8 1e-7 0.2 0.2 0 32000 77
0.01 0.012987012987013 OD 20000 1e-7 1e-8 0.2 0.5 0 32000 77
0.01 0.012987012987013 OD 20000 1e-7 1e-8 0.1 1 0 32000 77
0.01 0.012987012987013 OD 20000 1e-7 1e-8 0.1 0.05 0 32000 77
0.01 0.012987012987013 OD 20000 1e-7 1e-8 0.1 0.05 0 320000 77
0.01 0.012987012987013 OD 20000 1e-7 1e-8 0.1 0.05 0 16000 77
0.01 0.012987012987013 OD 20000 1e-7 1e-8 0.1 0.02 0 320000 77
0.01 0.012987012987013 OD 20000 1e-7 1e-8 0.05 0.1 0 32000 77
0.01 0.012987012987013 OD 20000 1e-7 1e-8 0.05 0.1 0 16000 77
0.01 0.012987012987013 OD 20000 1e-7 1e-7 0.2 0.5 0 32000 77
0.01 0.012987012987013 OD 20000 1e-7 1e-7 0.05 0.1 0 32000 77
0.01 0.012987012987013 OD 20000 1e-7 1e-7 0.05 0.1 0 16000 77
0.01 0.0128205128205128 OD 20000 1e-8 1e-8 0.2 0.5 0 16000 78
0.01 0.0126582278481013 OD 20000 1e-8 1e-8 0.05 0.05 0 32000 79
0.01 0.0126582278481013 OD 20000 1e-8 1e-8 0.05 0.05 0 16000 79
0.01 0.0126582278481013 OD 20000 1e-8 1e-8 0.01 0.1 0 16000 79
0.01 0.0126582278481013 OD 20000 1e-8 1e-7 0.05 0.02 0 16000 79
0.01 0.0126582278481013 OD 20000 1e-8 1e-7 0.01 0.1 0 32000 79
0.01 0.0126582278481013 OD 20000 1e-7 1e-8 0.5 0.2 0 16000 79
0.01 0.0126582278481013 OD 20000 1e-7 1e-8 0.05 0.02 0 32000 79
0.01 0.0126582278481013 OD 20000 1e-7 1e-8 0.01 0.1 0 16000 79
0.01 0.0125 OD 20000 1e-8 1e-7 0.05 0.1 0 32000 80
0.01 0.0125 OD 20000 1e-8 1e-7 0.05 0.1 0 16000 80
0.01 0.0125 OD 20000 1e-7 1e-8 0.2 0.2 0 32000 80
0.01 0.0125 OD 20000 1e-7 1e-7 0.2 1 0 32000 80
0.01 0.0125 OD 20000 1e-7 1e-7 0.2 0.2 0 32000 80
0.01 0.0123456790123457 OD 20000 1e-8 1e-8 0.1 0.5 0 32000 81
0.01 0.0123456790123457 OD 20000 1e-8 1e-8 0.1 0.5 0 16000 81
0.01 0.0123456790123457 OD 20000 1e-8 1e-8 0.02 0.05 0 32000 81
0.01 0.0123456790123457 OD 20000 1e-8 1e-8 0.02 0.05 0 16000 81
0.01 0.0123456790123457 OD 20000 1e-7 1e-8 0.05 0.05 0 32000 81
0.01 0.0123456790123457 OD 20000 1e-7 1e-8 0.05 0.05 0 16000 81
0.01 0.0123456790123457 OD 20000 1e-7 1e-7 0.05 0.05 0 32000 81
0.01 0.0120481927710843 OD 20000 1e-8 1e-7 0.5 0.1 0 32000 83
0.01 0.0117647058823529 OD 20000 1e-8 1e-8 0.01 0.01 0 32000 85
0.01 0.0117647058823529 OD 20000 1e-8 1e-8 0.01 0.01 0 16000 85
0.01 0.0117647058823529 OD 20000 1e-8 1e-7 0.01 0.01 0 32000 85
0.01 0.0117647058823529 OD 20000 1e-8 1e-7 0.01 0.01 0 16000 85
0.01 0.0116279069767442 OD 20000 1e-8 1e-8 0.1 0.1 0 16000 86
0.01 0.0114942528735632 OD 20000 1e-7 1e-7 0.01 0.01 0 16000 87
0.01 0.0099009900990099 OD 20000 1e-7 1e-8 0.5 0.5 0 160000 101
